순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,장르,연령등급,러닝타임,감독,개봉월,계절
138.0,쓰리 썸머 나잇,2015-07-15,616132846.0,0.00%,77621.0,297.0,5391.0,한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤",코미디,청소년 관람불가,106.0,김상진,7.0,여름
139.0,피치 퍼펙트: 언프리티 걸즈,2015-05-28,591516497.0,0.00%,75598.0,297.0,5381.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15세 관람가,114.0,엘리자베스 뱅크스,5.0,봄
140.0,위자,2015-04-16,570989035.0,0.00%,73716.0,337.0,6160.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12세 관람가,99.0,마이크 플래너건,4.0,봄
141.0,다크 플레이스,2015-07-15,530282654.0,0.00%,66075.0,268.0,4160.0,미국,"미국,영국,프랑스","(주)스톰픽쳐스코리아,주식회사 우리네트웍스",드라마,청소년 관람불가,113.0,질스 파겟-브레너,7.0,여름
142.0,히트맨: 에이전트 47,2015-09-03,502308500.0,0.00%,64157.0,272.0,4501.0,미국,미국,이십세기폭스코리아(주),액션,15세 관람가,98.0,알렉산더 바흐,9.0,가을
143.0,보루토 - 나루토 더 무비,2015-12-10,476416400.0,0.00%,64062.0,219.0,2680.0,일본,일본,와이드 릴리즈(주),애니메이션,12세 관람가,95.0,야마시타 히로유키,12.0,겨울
144.0,기생수 파트2,2015-05-07,514500959.0,0.00%,63560.0,260.0,5118.0,일본,일본,판씨네마(주),SF,청소년 관람불가,118.0,야마자키 다카시,5.0,봄
145.0,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,434914800.0,0.00%,61550.0,267.0,2071.0,프랑스,프랑스,(주)라이크콘텐츠,애니메이션,전체 관람가,101.0,뤽 베송,11.0,가을
146.0,주온: 더 파이널,2015-10-01,462659400.0,0.00%,61130.0,318.0,4882.0,일본,일본,유니버설픽쳐스인터내셔널 코리아(유),공포,15세 관람가,80.0,오치아이 마사유키,10.0,가을
147.0,파더 앤 도터,2015-12-10,464270100.0,0.00%,60829.0,352.0,5487.0,미국,"미국,이탈리아",(주)박수엔터테인먼트,드라마,15세 관람가,91.0,가브리엘 무치노,12.0,겨울
148.0,개구리왕국,2015-11-12,362895100.0,0.00%,53576.0,227.0,1971.0,중국,중국,예지림엔터테인먼트,애니메이션,전체 관람가,77.0,넬슨 신,11.0,가을
149.0,더 비지트,2015-10-15,403435581.0,0.00%,52197.0,279.0,4134.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,15세 관람가,94.0,M. 나이트 샤말란,10.0,가을
150.0,미안해 사랑해 고마워,2015-10-28,359247800.0,0.00%,51207.0,344.0,6541.0,한국,한국,(주)쇼박스,드라마,15세 관람가,115.0,전윤수,10.0,가을
